place_id,place_name,location,description,category,city,rating,lat,long,kelurahan,kecamatan,open_hour
231,Agro Bhumi Merapi,"Jl. Kaliurang KM 21, Pakembinangun, Pakem, Sleman, Daerah Istimewa Yogyakarta",Agro Bhumi Merapi adalah destinasi wisata yang menawarkan pengalaman menanam dan memetik berbagai jenis buah organik di bawah kaki Gunung Merapi. Tempat ini cocok untuk mencari kegiatan outdoor dan mengajak keluarga menikmati udara segar sekitar lereng Merapi.,Taman Hiburan,Yogyakarta,9,-7.619,110.411,Kepuharjo,Cangkringan,08:00 - 17:00
232,Sunset Heha Skyview,,Sebuah tempat dengan pemandangan sunset yang menakjubkan di Skyview Heha.,Cagar Alam,Yogyakarta,9.2,-7.9582,110.589,Patuk,Patuk,11:00 - 21:00
233,Museum Dirgantara,"Museum Dirgantara: Jl. Pondok Pucung Raya No.1, TNI AU, Pdk. Aren, Kota Tangerang Selatan, Banten 15224, Indonesia","Museum Dirgantara adalah museum penerbangan yang menampilkan koleksi pesawat dan memorabilia sejarah dirgantara Indonesia. Terletak di kompleks Lanud Adisutjipto, Yogyakarta.",Budaya,Yogyakarta,8.8,-7.7917,110.429,Banguntapan,Banguntapan,08:00 - 15:00
234,Kampung Wisata Batik Kauman,"Kampung Wisata Batik Kauman located at Jl. Kauman No.62, Kauman, Panularan, Kec. Borobudur, Magelang, Jawa Tengah 56553.",Kampung Wisata Batik Kauman adalah desa batik tradisional yang menawarkan pengalaman belajar dan membuat batik secara langsung. Pengunjung dapat melihat proses pembuatan batik dan membeli batik khas Kauman sebagai oleh-oleh.,Taman Hiburan,Solo,8.8,-7.5717,110.832,Kauman,Pasar Kliwon,08:00 - 17:00
235,Candi Cetho,"Salatiga, Central Java, Indonesia","Candi Cetho terletak di lereng Gunung Lawu, memiliki arsitektur Jawa Tengah yang indah dan dihiasi dengan relief.",Cagar Alam,Solo,9.2,-7.6147,111.1248,Gumeng,Jenawi,07:00 - 17:00
236,Candi Sukuh,Candi Sukuh,"Candi Sukuh terletak di lereng Gunung Lawu, Jawa Tengah yang dikenal dengan relief maya dan candi mirip piramida.",Cagar Alam,Solo,9.2,-7.6318,111.1244,Berjo,Ngargoyoso,07:00 - 17:00
237,Kemuning Hills,"Jl. Kemuning Raya, Kelapa Dua, Tangerang, Banten","Kemuning Hills adalah kompleks perumahan mewah yang terletak di kawasan elit Kemuning, Shah Alam. Dikelilingi oleh pemandangan hijau dan udara segar, tempat ini menyediakan fasilitas lengkap untuk kenyamanan penghuninya.",Cagar Alam,Solo,9,-7.6288,111.1437,Kemuning,Ngargoyoso,24 Hours
238,Pasar Triwindu,"Surakarta, Central Java, Indonesia.","Error, try to refresh the page and re-open the addon. If the problem persists, please contact us.",Pusat Perbelanjaan,Solo,8.8,-7.5717,110.832,Keprabon,Banjarsari,08:00 - 17:00
239,De Tjolomadoe,"Jl. Adi Sucipto No.1, Surakarta, Jawa Tengah 57143, Indonesia",De Tjolomadoe is a historic sugar factory turned into a cultural destination with various facilities for events and exhibitions.,Taman Hiburan,Solo,9,-7.5787,110.8438,Malangjiwan,Colomadu,08:00 - 17:00
240,Rasa Madu Herritage,"Jl. Raya Merbabu No. 25, Salatiga, Jawa Tengah.","Tempat ini adalah warung makan dengan desain tradisional dan menu khas beragam, cocok untuk menikmati hidangan khas Jawa. Suasana tenang dan nyaman membuat pengunjung betah untuk menikmati kuliner lezat.",Bahari,Solo,9,-7.564,110.865,Bolon,Colomadu,08:00 - 17:00
241,Rumah Atsiri,"Jl. Bantar Jati, Coton, Bojongbata, Bogor Barat, Kota Bogor, Jawa Barat 16156",Rumah Atsiri adalah tempat yang menyediakan produk-produk aromaterapi alami dan berkualitas tinggi. Tempat ini menawarkan pengalaman yang menyegarkan dan menenangkan bagi pengunjungnya.,Taman Hiburan,Solo,9,-7.6064,111.0767,Plumbon,Tawangmangu,08:00 - 17:00
242,Grojogan Sewu,"Tawangmangu, Karanganyar, Central Java, Indonesia","Air Terjun Grojogan Sewu merupakan air terjun yang terletak di Kecamatan Tawangmangu, Kabupaten Karanganyar, Jawa Tengah. Air terjun ini memiliki ketinggian sekitar 81 meter dan airnya jernih berwarna hijau tosca.",Cagar Alam,Solo,9.2,-7.6421,111.125,Blumbang,Tawangmangu,07:00 - 17:00
243,Tawangmangu Wonder Park,"Tawangmangu Wonder Park is located at Jl. Raya Tawangmangu No.KM 11, Mangunsari, Kec. Tawangmangu, Karanganyar, Central Java, Indonesia.",Tawangmangu Wonder Park adalah taman hiburan yang menawarkan berbagai atraksi dan wahana seru untuk dikunjungi. Tempat ini cocok untuk liburan bersama keluarga maupun teman.,Taman Hiburan,Solo,9,-7.6438,111.1263,Blumbang,Tawangmangu,08:00 - 17:00
244,Air Terjun Tawangmangu,"Jalan Raya Tawangmangu, Desa Tawangmangu, Karanganyar, Jawa Tengah",Air Terjun Tawangmangu adalah air terjun yang indah di kaki Gunung Lawu. Air terjun ini menjadi tempat rekreasi favorit untuk menikmati keindahan alam dan udara segar.,Bahari,Solo,9.2,-7.6344,111.1248,Blumbang,Tawangmangu,08:00 - 17:00
245,Gorojogan Sewu,"Gorojogan Sewu located at Jalan Jogja - Wonosari, Tepus, Gunung Kidul, Special Region of Yogyakarta, Indonesia.","Gorojogan Sewu adalah mata air alami yang terletak di lereng Gunung Merapi. Airnya jernih dan segar, menjadi tempat yang cocok untuk berendam dan bersantai.",Cagar Alam,Solo,9.2,-7.6421,111.125,Blumbang,Tawangmangu,07:00 - 17:00
246,Keraton Surakarta,"Jl. Brigjend Slamet Riyadi No. 275, Keprabon, Banjarsari, Kota Surakarta, Jawa Tengah","Keraton Surakarta adalah istana kerajaan yang bersejarah di Jawa Tengah, Indonesia. Ini adalah salah satu dari dua kraton yang masih ada di Surakarta.",Quota exceeded. Please upgrade your plan: Parameters > Subscription,Solo,9,-7.8073,110.821,Baluwarti,Pasar Kliwon,09:00 - 14:00
247,Museum Batik Danar Hadi,"Jl. Ijen No.23, Kota Blitar, Jawa Timur 66134","Museum Batik Danar Hadi is a museum in Solo, Central Java that showcases a wide collection of traditional Indonesian batik.",Pusat Perbelanjaan,Solo,9.2,-7.5662,110.8222,Sriwedari,Laweyan,09:00 - 16:30
248,Museum Radya Pustaka,Jalan Panembahan Senopati No.2 Yogyakarta,"Museum Radya Pustaka adalah museum tertua di Yogyakarta yang menampilkan berbagai koleksi buku, manuskrip, dan artefak sejarah. Museum ini memiliki arsitektur bangunan yang menarik dengan taman yang indah di sekitarnya.",Pusat Perbelanjaan,Solo,9,-7.566,110.8253,Sriwedari,Laweyan,08:00 - 15:00
249,Kampung Laweyan Batik,"Jl. Ir. Sutami No. 8, Laweyan, Surakarta City, Central Java, Indonesia.","Kampung Laweyan Batik adalah desa batik yang terkenal di Solo, Jawa Tengah. Tempat ini terkenal dengan produksi batik berkualitas tinggi dan tradisional.",Pusat Perbelanjaan,Solo,8.8,-7.569,110.8163,Laweyan,Laweyan,08:00 - 17:00
250,Pura Mangkunegaran,"Jl. Raya, Mangkuyudan, Banjarsari, Kota Surakarta, Jawa Tengah 57136, Indonesia.","Pura Mangkunegaran adalah sebuah kompleks candi Hindu yang terletak di Kabupaten Karanganyar, Jawa Tengah. Bangunan candi ini memiliki arsitektur yang indah dan terawat dengan baik.",Taman Hiburan,Solo,9,-7.5659,110.8253,Keprabon,Banjarsari,09:00 - 14:00
251,Kampung Batik Laweyan,"Surakarta, Central Java, Indonesia.","Kampung Batik Laweyan adalah desa batik yang terkenal di Solo, Jawa Tengah. Di sini terdapat banyak galeri batik dan rumah-rumah tradisional yang mempertahankan seni batik.",Pusat Perbelanjaan,Solo,9,-7.569,110.8163,Laweyan,Laweyan,08:00 - 17:00
252,Sapta Tirta,,Air Terjun Niagara adalah air terjun terbesar di Amerika Utara. Patung Liberty adalah monumen yang melambangkan kebebasan dan kemerdekaan.,Taman Hiburan,Solo,8.8,-7.6304,111.1188,Pablengan,Matesih,08:00 - 17:00
253,Air Terjun Grojogan Sewu,"Tawangmangu, Karanganyar, Central Java, Indonesia.","Air Terjun Grojogan Sewu adalah air terjun yang terkenal di Jawa Timur, Indonesia dengan ketinggian sekitar 80 meter yang dikelilingi oleh hutan hijau. Keindahan alamnya menarik banyak wisatawan lokal maupun mancanegara setiap tahunnya.",Cagar Alam,Solo,9.2,-7.6421,111.125,Blumbang,Tawangmangu,07:00 - 17:00
254,Pasar Klewer,"Jalan Pasar Klewer No. 1, Jongke, Jebres, Surakarta, Jawa Tengah",Pasar Klewer adalah pasar tradisional di Solo yang terkenal dengan penjualan kain batik. Masyarakat lokal maupun wisatawan sering mengunjungi pasar ini untuk membeli kain batik berkualitas.,Pusat Perbelanjaan,Solo,9,-7.5752,110.8229,Gajahan,Pasar Kliwon,08:00 - 17:00
255,Taman Balekambang,"Jalan Raya Paciran, Paciran, Lamongan, Jawa Timur","Taman Balekambang adalah taman rekreasi yang indah di Kota Surakarta. Taman ini memiliki air mancur, danau, dan taman bermain untuk anak-anak.",Taman Hiburan,Solo,8.8,-7.5589,110.8243,Manahan,Banjarsari,06:00 - 18:00
256,Pasar Tawangmangu,"Pasar Tawangmangu terletak di Desa Tawangmangu, Kecamatan Tawangmangu, Karanganyar, Jawa Tengah.","Pasar Tawangmangu terletak di ketinggian Pegunungan Lawu, menawarkan berbagai produk lokal seperti buah-buahan segar dan souvenir khas daerah.",Pusat Perbelanjaan,Solo,8.8,-7.6438,111.1263,Blumbang,Tawangmangu,06:00 - 18:00
257,Astana Giribangun,"Desa Girirejo, Borobudur, Magelang, Jawa Tengah",Astana Giribangun adalah sebuah kompleks rumah tradisional Jawa yang terletak di lereng Gunung Lawu. Tempat ini juga sering digunakan sebagai tempat meditasi oleh pemimpin spiritual.,Cagar Alam,Solo,9,-7.6573,111.147,Girilayu,Matesih,08:00 - 17:00
258,Masjid Agung Jawa Tengah,"Jl. Piere Tendean No. 10, Purwodadi, Grobogan, Jawa Tengah","Masjid Agung Jawa Tengah adalah sebuah bangunan megah dan indah yang menjadi pusat ibadah umat Islam di Jawa Tengah. Didirikan pada tahun 2001, masjid ini memiliki arsitektur yang memukau dan menjadi salah satu landmark terkenal di Semarang.",Tempat Ibadah,Semarang,9.2,-6.9911,110.433,Sambirejo,Gayamsari,04:00 - 21:00
259,Puri Maerokoco,"Puri Maerokoco, Semarang, Indonesia",Puri Maerokoco merupakan taman rekreasi dan edukasi yang menyajikan beragam wahana atraksi dan spot foto menarik. Tempat ini juga dilengkapi dengan area kuliner untuk menikmati makanan dan minuman.,Taman Hiburan,Semarang,8.8,-6.9739,110.3982,Tawangsari,Semarang Barat,08:00 - 18:00
260,Lawang Sewu,"Lawang Sewu: Jl. Pemuda No. 32, Semarang, Central Java, Indonesia","Bangunan bersejarah yang terletak di Semarang, Indonesia, dikenal dengan sebutan ""Lawang Sewu"" karena memiliki banyak pintu dan jendela. Gedung ini merupakan salah satu objek wisata sejarah yang populer di kota Semarang.",Tempat Ibadah,Semarang,9.2,-6.9932,110.409,Sekayu,Semarang Tengah,07:00 - 21:00
261,Simpang Lima,"Jl. Gajah Mada No.1, Simpang Lima, Semarang, Jawa Tengah","Simapang Lima adalah taman kota yang terkenal di Semarang, Jawa Tengah, Indonesia. Tempat ini merupakan tempat populer bagi pengunjung untuk bersantai dan beraktivitas.",Taman Hiburan,Semarang,9,-6.9878,110.4202,Pekunden,Semarang Tengah,24 Hours
262,Dusun Semilir,"Jalan Serayu Utara No. 7, Semarang, Indonesia.",Tempatnya tenang dan sejuk dengan pemandangan alam yang indah. Cocok untuk tempat rekreasi dan melepas penat.,Cagar Alam,Semarang,9,-6.8587,110.4058,Ngempon,Bergas,08:00 - 18:00
263,Museum Kereta Ambarawa,"Jl. Stasiun No.1, Ambarawa, Semarang, Jawa Tengah","Museum Kereta Ambarawa adalah museum yang menampilkan koleksi kereta api antik dan historis. Terletak di Ambarawa, Jawa Tengah.",Museum Kereta Ambarawa: Cagar Alam,Semarang,9,-7.2608,110.4068,Panjang,Ambarawa,08:00 - 16:00
264,Gumuk Reco Sepakung,"Yogyakarta, Indonesia.","Gumuk Reco Sepakung adalah dataran pasir yang luas dengan ketinggian yang bervariasi, dikelilingi oleh pepohonan hijau.",Taman Hiburan,Semarang,9,-7.1824,110.3424,Sepakung,Banyubiru,08:00 - 17:00
265,Watu Gunung Lerep,"Jalan Watu Gunung, Lerep, Tawangmangu, Karanganyar, Jawa Tengah 57792","Watu Gunung Lerep is a beautiful natural rock formation located in Central Java, Indonesia. The site offers stunning views and is a popular destination for hikers and nature lovers.",Cagar Alam,Semarang,8.8,-7.1192,110.3645,Lerep,Ungaran Barat,08:00 - 17:00
266,Goa kreo,,Pantai utama yang tenang di Goa memiliki pasir putih dan air laut biru yang jernih. Katedral Basílica do Bom Jesus adalah situs warisan dunia yang terkenal dengan berbagai reruntuhan dan arsitektur kolonialnya.,Taman Hiburan,Semarang,9,-7.024,110.386,Kandri,Gunungpati,08:00 - 17:00
267,Eling Bening,"Jalan Melati No. 15, Surabaya, Indonesia",Toko Eling Bening adalah toko pakaian yang menyediakan berbagai macam busana muslim dan gaya lokal dengan desain yang unik. Toko ini terletak di pusat keramaian kota dengan akses transportasi yang mudah.,Cagar Alam,Semarang,9,-7.2596,110.4034,Bawen,Bawen,08:00 - 18:00
268,Umbul Sidomukti,"Jalan Ir. Juanda No. 381, Sidomukti, Semarang Bar., Kota Semarang, Jawa Tengah 50232, Indonesia",Umbul Sidomukti adalah tempat wisata air terjun yang indah di lereng gunung Merbabu. Suasana alamnya sejuk dan menyejukkan.,Taman Hiburan,Semarang,9.2,-7.1811,110.4376,Sidomukti,Bandungan,08:00 - 17:00
269,Gereja Blenduk,"Gereja Blenduk, Semarang, Jawa Tengah","Gereja Blenduk adalah gereja tua bersejarah yang terletak di Semarang, Jawa Tengah, dan merupakan salah satu landmark kota tersebut. Gereja ini dikenal karena bentuk atapnya yang mirip buah delima.",Tempat Ibadah,Semarang,9.2,-6.9715,110.427,Tanjung Mas,Semarang Utara,09:00 - 17:00
270,Kota Lama,"Jalan Kota Lama, Surabaya","Kota Lama adalah situs warisan sejarah yang terletak di Semarang, Jawa Tengah. Di Kota Lama terdapat berbagai bangunan bersejarah yang menarik untuk dikunjungi.",Cagar Alam,Semarang,9,-6.9715,110.427,Tanjung Mas,Semarang Utara,24 Hours
271,Kelenteng Sam Poo Kong,"Kelenteng Sam Poo Kong located at Jl. Simongan No.129, Bongsari, Kec. Semarang Bar., Kota Semarang, Jawa Tengah 50148, Indonesia.","Kelenteng Sam Poo Kong adalah sebuah kuil Buddha yang terletak di Semarang, Indonesia. Kuil ini terkenal dengan arsitektur Tionghoa dan sejarahnya yang terkait dengan perjalanan Sam Poo Tay Djien.",Tempat Ibadah,Semarang,9.2,-6.9928,110.3948,Bongsari,Semarang Barat,08:00 - 20:00
272,New Ayanaz,,A quiet beach with crystal clear water and white sandy shores. A bustling city with skyscrapers and crowded streets.,Taman Hiburan,Semarang,9,-7.1907,110.3876,Bawen,Bawen,08:00 - 18:00
273,Taman Bunga Celosia,"Jl. Graha Raya Bintaro, Graha Raya, Kec. Ciputat, Kota Tangerang Selatan, Banten 15413, Indonesia",Taman Bunga Celosia adalah taman bunga yang indah dengan koleksi bunga celosia yang beragam. Warna-warni bunga yang cantik membuat pengunjung merasa seolah-olah berada di surga bunga.,Taman Hiburan,Semarang,9.2,-7.1989,110.3968,Bandungan,Bandungan,07:00 - 18:00
274,Candi Gedong Songo,"Jalan Terusan Diponegoro, No.B1, Candi, Ambarawa, Kabupaten Semarang, Jawa Tengah 50625","Tempat wisata berupa kompleks candi Hindu yang terletak di lereng Gunung Ungaran, Semarang. Terdiri dari 9 candi yang indah dan menawarkan pemandangan alam yang memukau.",Tempat Ibadah,Semarang,9.2,-7.2143,110.3281,Candi Gedong Songo,Bandungan,07:00 - 17:00
275,Cimory On The Valley,"Jl. Raya Puncak KM 84, Cisarua, Bogor, Jawa Barat",Cimory On The Valley adalah sebuah restoran yang menawarkan pemandangan lembah yang indah dan menu makanan dan minuman berkualitas. Suasana dalam restoran ini romantis dan cocok untuk berkumpul bersama keluarga atau pasangan.,Taman Hiburan,Semarang,9,-7.2035,110.4032,Jatijajar,Bergas,07:00 - 17:00
276,Vihara Budhagaya,"Jl. Candi Mendut, Mendut, Mungkid, Magelang, Jawa Tengah","Vihara Budhagaya adalah sebuah tempat ibadah umat Buddha yang terletak di kawasan Candi Borobudur, Magelang, Jawa Tengah, Indonesia. Tempat ini sering digunakan untuk meditasi dan pelaksanaan upacara keagamaan umat Buddha.",Tempat Ibadah,Semarang,9.2,-7.0517,110.4565,Watugong,Banyumanik,08:00 - 17:00
277,Curug Lawe,"Curug Lawe located in Gunung Ciremai National Park, Kuningan, West Java, Indonesia.",Air terjun yang indah di Lereng Gunung Slamet dengan aliran air yang mengalir jernih dan sejuk.,Cagar Alam,Semarang,9,-7.1267,110.2867,Kalisidi,Ungaran Barat,08:00 - 17:00
278,Brown Canyon,"Jl. Terusan Kaliurang, Bantul, Yogyakarta, Indonesia","Brown Canyon is a beautiful canyon located in Semarang, Indonesia, known for its stunning views and hiking opportunities.",Cagar Alam,Semarang,8.8,-7.0412,110.4697,Rowosari,Tembalang,24 Hours
279,Kampung Pelangi,"Kampung Pelangi: Jl. Alun-Alun Utara No.21, Randusari, Semarang Tengah, Kota Semarang, Jawa Tengah 50131, Indonesia",Kampung Pelangi adalah desa yang didekorasi dengan warna-warni yang cerah dan menarik perhatian. Tempat ini menjadi destinasi wisata Instagrammable yang populer di Indonesia.,Taman Hiburan,Semarang,8.8,-6.9947,110.4097,Randusari,Semarang Selatan,08:00 - 17:00
280,Pantai Marina,"Pantai Marina is located at Jalan Karang Bolong, Ancol, Kota Tua, Jakarta Utara, Indonesia.",Pantai Marina adalah pantai berpasir putih yang tenang dan terletak di daerah Marina Bay. Pantai ini menawarkan pemandangan laut yang indah dan merupakan tempat yang sempurna untuk bersantai.,Bahari,Semarang,8.6,-6.948,110.3968,Tawangsari,Semarang Barat,24 Hours
281,Pantai Tirang,"Pantai Tirang located in Jepara, Central Java, Indonesia",Pantai Tirang adalah pantai yang indah dengan pasir putih dan air yang jernih. Di pantai ini anda dapat menikmati pemandangan laut yang menakjubkan dan berbagai aktivitas air seperti snorkeling.,Bahari,Semarang,8.6,-6.9433,110.332,Tugurejo,Tugu,24 Hours
282,Karimunjawa,"Karimunjawa, Karimunjawa Islands, Jepara, Central Java, Indonesia","Karimunjawa adalah gugusan pulau cantik di Laut Jawa, yang menjadi destinasi populer untuk menyelam dan menikmati keindahan alam bawah laut.",Bahari,Semarang,9.4,-5.88,110.4478,Karimunjawa,Karimunjawa,24 Hours
283,Pagoda Avalokitesvara Buddhagaya Watugong,"Pagoda Avalokitesvara Buddhagaya Watugong: Jl. Brigjen Katamso, Pandeyan, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50161, Indonesia","Pagoda Avalokitesvara Buddhagaya Watugong adalah sebuah pagoda yang indah dan suci di Watugong, Indonesia. Tempat ini merupakan tujuan ziarah penting bagi umat Buddha di seluruh dunia.",Tempat Ibadah,Semarang,9.2,-7.0536,110.4565,Watugong,Banyumanik,08:00 - 17:00
